G1?,G2?,G3?,G4?,G5?,G6?,EX_A(e),EX_B(e),Objective
0.0,0.0,1.0,0.0,0.0,0.0,-50.583929665354454,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-50.583929665354454,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-50.583929665354454,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-50.583929665354454,-0.0,50.583929665354454
0.0,0.0,0.0,0.0,0.0,1.0,-50.583929665354454,-0.0,50.583929665354454
0.0,1.0,0.0,0.0,0.0,0.0,-50.583929665354454,-0.0,50.583929665354454
0.0,0.0,1.0,0.0,0.0,0.0,-50.51454045922104,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-50.51454045922104,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-50.51454045922104,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-50.51454045922104,-0.0,50.51454045922104
0.0,0.0,0.0,0.0,0.0,1.0,-50.51454045922104,-0.0,50.51454045922104
0.0,1.0,0.0,0.0,0.0,0.0,-50.51454045922104,-0.0,50.51454045922104
